BAM_INPUT
TOTAL READS     = 49589
DISTINCT READS  = 301
DISTINCT COUNTS = 175
MAX COUNT       = 7687
COUNTS OF 1     = 4
MAX TERMS       = 6
OBSERVED COUNTS (7688)
1	4
2	1
3	1
4	3
5	4
6	1
8	2
9	1
11	2
12	3
13	1
15	1
16	2
17	1
18	5
19	2
20	1
21	2
23	2
24	4
25	3
26	3
27	1
29	4
31	3
32	4
33	2
34	2
35	2
37	1
38	1
39	1
40	4
42	5
43	5
47	5
50	3
51	3
52	2
53	3
54	2
55	2
57	5
58	3
59	4
60	1
61	2
62	3
63	1
64	2
65	2
66	1
67	1
68	2
69	1
71	2
74	1
75	3
76	1
77	2
78	3
79	1
82	1
83	1
84	2
85	3
87	3
88	1
90	1
91	1
92	2
93	3
94	2
95	1
96	1
97	3
98	4
99	3
101	1
102	1
103	3
105	2
107	1
110	2
111	2
112	2
114	1
116	3
118	1
121	1
122	2
123	2
125	1
126	1
127	2
128	2
132	1
134	2
139	2
140	1
145	1
146	1
148	2
149	2
150	3
153	2
155	2
156	1
157	1
162	1
163	1
164	1
165	1
167	1
169	1
171	2
173	2
174	1
176	1
177	1
181	1
183	1
186	1
187	1
189	1
190	1
193	1
194	1
199	2
200	1
201	1
210	2
212	1
213	1
215	1
221	1
226	1
227	1
229	1
232	1
233	2
234	1
239	1
242	1
246	1
253	1
254	1
258	1
264	2
266	1
267	1
270	1
286	1
292	1
293	1
294	1
307	1
311	1
317	1
345	1
356	2
365	1
417	1
429	1
437	1
482	1
508	1
511	1
532	1
536	1
546	1
562	1
638	1
7404	1
7687	1

[ESTIMATING YIELD CURVE]
[BOOTSTRAPPING HISTOGRAM]
_/Users/nirvaanreddy/Desktop/CURVE/work/7b/098f9d8067134cbaf87e7d1fe8d948/.command.sh: line 5:    84 Segmentation fault      preseq lc_extrap -v -B SRR389222_sub1_trimmed_bismark_bt2.sorted.bam -o SRR389222_sub1_trimmed_bismark_bt2.ccurve.txt
